file	line	verdict	decls	how	quote
docs/frjw-complexity-comparison.md	768	OPEN	Calculus,Model,Step,Extract,Sound,Complete,Minimal,Saturate,Modal,Fallible,Erase,Profile,Audit,Bridge,WitnessKit,Tag,Covers,classForce	line	... abandoned completeness organisation with conditional results only; `Erase.lean` (342) holds an OPEN transfer `(E)`; `Profile.lean` (458) is an engine optimisation. ...
docs/frjw-complexity-comparison.md	769	kernel-checked	CalculusV,CalculusVLemmas,StepV,ExtractV,SoundV,SaturateV,CompleteV,CompleteV0,AuditV,BridgeV,CalculusW,gbu_search	line	... (imported by `CalculusW`), `SoundV` (imported by `gbu_search`), the `WitnessV*` files (kernel-checked banked results, including the ρ12⊬ρ15 cell). `SaturateV` (1598) has ...
docs/frjw-complexity-comparison.md	855	OPEN		none	"(there are eight), the Thm 8/9/10 ""OPEN"" ledger at"
docs/frjw-explainer.md	22	proved	collectAxioms	near	them and nothing about what is proved changed. The `#guard_msgs`
docs/frjw-explainer.md	44	PROVED	FRJWr,FRJWi,LaxND,G4c,SC	near	elsewhere in the repository). PROVED, REFUTED and OPEN are kept
docs/frjw-explainer.md	44	REFUTED	FRJWr,FRJWi,LaxND,G4c,SC	near	elsewhere in the repository). PROVED, REFUTED and OPEN are kept
docs/frjw-explainer.md	44	OPEN	FRJWr,FRJWi,LaxND,G4c,SC	near	elsewhere in the repository). PROVED, REFUTED and OPEN are kept
docs/frjw-explainer.md	68	PROVED	sfL_imp	line	`sfL_imp`, all PROVED; `docs/frj-fidelity.md` §2 table). For
docs/frjw-explainer.md	141	kernel-checked	not_gbuR_omegaNI	line	rule can substitute for it (`not_gbuR_omegaNI`, kernel-checked, cited
docs/frjw-explainer.md	276	refuted		none	implication only when its antecedent is refuted at the new root; the
docs/frjw-explainer.md	355	refuted	hJ2	line	... `Υ = upsilon rhs = {Cⱼ}` | every stable implication's antecedent is one of the refuted goals (strict form) |
docs/frjw-explainer.md	540	proved		none	When a statement is proved by induction, or a function defined by
docs/frjw-explainer.md	600	refuted		none	"""every right-signed subformula is either certifiably refuted at this"
docs/frjw-explainer.md	689	refuted		none	| S5 | 408–415 | the critical modal cell; is `Z` refuted? |
docs/frjw-explainer.md	690	refuted		none	| S5a | 416–466 | `Z` refuted: countermodel scan, `R₀`, the certificate test, THE CORNER |
docs/frjw-explainer.md	787	refuted		none	is always refuted by the store (the `Ax^I` row of §1.5 covers it), so
docs/frjw-explainer.md	906	refuted		none	next line asks the store whether `Z` itself is refuted at `Ψ`:
docs/frjw-explainer.md	913	refuted		none	### 4.7 S5a-i: `Z` refuted, no classical countermodel, the certificate test
docs/frjw-explainer.md	945	refuted	findCMT,wEvalI_axIC	near	`Z`; had one existed, the `Ax^I◯` row would have refuted `◯Z` at `Ψ`
docs/frjw-explainer.md	1011	refuted		none	Its second argument proves that every refuted form is in `R₀` (the
docs/frjw-explainer.md	1283	refuted	limpStep	near	always; `∨` when both disjuncts are refuted; `◯Z` when `Z` is refuted.
docs/frjw-explainer.md	1388	refuted	gbuSuccCirc	near	implications only. The next line asks `decI Ψ Z`. If `Z` IS refuted
docs/frjw-explainer.md	1390	refuted	gbuSuccCirc	line	antecedent runs; if all antecedents are refuted, `gbuSuccCirc` (§5)
docs/frjw-explainer.md	1393	refuted	fromImp,limpStep	near	NOT refuted, S8b(◯)-R◯.
docs/frjw-explainer.md	1425	refuted	heZ	near	run for `p ⊃ ◯p` in §7: at `(true, [p], ◯p)`, `p` is not refuted by
docs/frjw-explainer.md	1555	refuted		none	refuted, the premise is not refuted either, which is exactly the
docs/frjw-explainer.md	1557	proved	WSaturated.1	near	bank*. They are proved once each, and each proof is the same small
docs/frjw-explainer.md	1596	refuted		none	· exact absurd (gbuInv10 hsat hC he₁ he₂) hne -- search:371, both disjuncts refuted
docs/frjw-explainer.md	1605	proved		none	stage-4 brief (§C.11–C.12) records the assessment: the bank is proved
docs/frjw-explainer.md	1641	refuted	gbuSuccAtF	line	... ⊆ Ĝ → F prime, F ∉ Ω → (every antecedent refuted) → WEvalR D Ω F` | circdb:54–153 | ...
docs/frjw-explainer.md	1643	refuted	gbuSuccCirc	line	... | `gbuSuccCirc` | `Ω ⊆ Ĝ_at ∪ Ĝ_imp → (every antecedent refuted) → WEvalI D Ω Z → WEvalR D ...
docs/frjw-explainer.md	1644	refuted	refutedCleanly_circ_certs,wEvalR_of_refutedCleanly,gbuInvLift,hallK	line	... barren join | `refutedCleanly_circ_certs` with `wEvalR_of_refutedCleanly` and `gbuInvLift` | every antecedent refuted or certified over `Z :: R₀` → the ...
docs/frjw-explainer.md	1656	refuted		none	"Two members of the bank are not of the ""premise refuted ⇒ conclusion"
docs/frjw-explainer.md	1657	refuted	evalI_axI_gHat	near	"refuted"" shape and carry the two ideas the modal extension needed."
docs/frjw-explainer.md	1660	refuted	evalI_axI_gHat	near	or `⊥` that is NOT in a `Ĝ`-context is ALWAYS refuted by the store:
docs/frjw-explainer.md	1665	refuted	totalityW,gbuSuccAtF,gbuSuccOrF,gbuSuccCirc	near	context (derivable by `ax`) or it is not (refuted by this row).
docs/frjw-explainer.md	1669	refuted	gbuSuccAtF,gbuSuccOrF,gbuSuccCirc	near	is refuted, the store has the conclusion row directly, by a barren
docs/frjw-explainer.md	1671	refuted		none	are refuted, `⋈^◯` for `◯Z` with `Z` refuted. These are the largest
docs/frjw-explainer.md	1710	refuted		none	Ĝ_imp`), and `Z` refuted by the store at `Ψ`. That is the state of
docs/frjw-explainer.md	1722	refuted	RefAt	near	implication only when its antecedent is refuted at the new root
docs/frjw-explainer.md	1725	refuted	RefAt,refutedCleanly_circ_certs	near	implication's antecedent is refuted-or-certified; that is the
docs/frjw-explainer.md	1751	refuted	hnK	near	"""everything refuted is in `R₀`""), or `X` is `Gbu◯`-derivable at `Ψ`."
docs/frjw-explainer.md	1761	refuted	RefAt	line	| `X` | refuted (`RefAt` clause) | derivable (`Gbu◯` rule) |
docs/frjw-explainer.md	1765	refuted	B'	near	| `C₁ ∧ C₂` | `.andL`/`.andR`: ONE side refuted | `R∧ᵢ`: BOTH sides derivable |
docs/frjw-explainer.md	1766	refuted	B'	near	| `C₁ ∨ C₂` | `.or`: BOTH sides refuted | `R∨ₖᵢ`: ONE side derivable |
docs/frjw-explainer.md	1767	refuted	B'	line	| `A' ⊃ B'` | `.ups`: refuted as a form; or `.imp`: `A' ∈ Cl(Ψ)` and `B'` refuted | `R⊃ᵢ`: ...
docs/frjw-explainer.md	1768	refuted	B'	near	| `◯V` | `.circ`: `V` refuted (cone = true) | `R◯ᵢ`: `V` derivable |
docs/frjw-explainer.md	1772	refuted		none	question one level down; `⊥` is always refuted. Two rows need a word.
docs/frjw-explainer.md	1779	refuted		none	(fun hI => .inl (.ups (List.mem_cons_of_mem _ (hR₀mem _ hX hI)))) -- refuted: it is in R₀
docs/frjw-explainer.md	1792	refuted	evalI_axI_gHat	near	neither refuted nor derivable, and no rule to apply.
docs/frjw-explainer.md	1874	refuted	refutedCleanly_circ_certs,Clo	near	refuted antecedents, its kept chain is built level by level on the
docs/frjw-explainer.md	1902	kernel-checked	stepNew	line	against `stepNew`'s definition by a kernel-checked `rfl` in the file
docs/frjw-explainer.md	1971	refuted	gbuInv6	line	... premise's negative fact, by `gbuInv6` contraposed: were `[p] ⇒g ◯p` refuted, `⊃∈` would give a root row; the two stored ...
docs/frjw-explainer.md	1982	refuted	gbuInv6	line	bank lemma `gbuInv6` would have used had the premise been refuted,
docs/frjw-explainer.md	2209	Kernel-checked	tpC,seqSize,cloB,gHat,isCirc	line	`unclosed`, `tpC`, `seqSize`, `cloB`, `gHat`, `isCirc`. Kernel-checked
docs/frjw-explainer.md	2211	Kernel-checked	stepNew	line	is `stepNew`'s definition. Kernel-checked in the repository: every
docs/frjw-explainer.md	2238	PROVED	Search	near	PROVED, with completeness taken by the paper's cheap §6 route (a
docs/frjw-explainer.md	2252	REFUTED	not_wf_stepC	line	| termination of backward search | ~70 lines | REFUTED for the naive extension, then re-won with the store | ...
docs/frjw-explainer.md	2265	kernel-checked	no_measure_stepC	near	documented argument, not a kernel-checked theorem (UNCERTAIN as a
docs/frjw-explainer.md	2268	kernel-checked	no_measure_stepC	near	kernel-checked on this route: the paper's theorem survives only under
docs/frjw-explainer.md	2270	REFUTED		none	extension of FRJ(G) is REFUTED outright (`frj_incompleteness_80/81`).
docs/frjw-explainer.md	2272	kernel-checked	no_measure_stepC	near	The other forcing facts are all kernel-checked and are listed in
docs/frjw-explainer.md	2311	OPEN	_mono,SaturateV	near	docstring, the OPEN ledger rows for Theorems 8–10, the nine-vs-eleven
docs/frjw-explainer.md	2393	kernel-checked		none	four-world constraint model, kernel-checked at `wip/quot_cm.lean`
docs/frjw-fixpoint-attack.md	95	kernel-checked	rncCert	near	the RNDB bank verdicts (kernel-checked, already banked — the
docs/frjw-plan.md	48	machine-checked	Lift	near	Three facts, all machine-checked, `[propext, Quot.sound]`.
docs/frjw-plan.md	61	refuted	GccWitness	line	`◯(◯p ⊃ p)` is refuted by the model `GccWitness` extracts.
docs/frjw-plan.md	64	disproves	provableV_Gcc	near	disproves `◯(◯p ⊃ p)` by the barren `⋈^◯` join. It is unusable where an
docs/frjw-plan.md	90	provable	not_gbuIC_Gcc	line	| `∅ →g ◯(◯p ⊃ p)` not Gbu◯-provable | `not_gbuIC_Gcc` | `wip/gbu_search_circ.lean` |
docs/frjw-plan.md	128	proved	lemma39R,lemma39I,not_force_of_rootAbove	near	already proved. **The real obligation is not this case but the joins':**
docs/frjw-plan.md	215	PROVED	searchO,BigAnte,CleanReg,residues_unsatisfiable	near	go via LJF◯ focalisation**, which is already PROVED —
docs/frjw-plan.md	255	kernel-checked	limpL,focalizeSCO	near	neither holds at some cell, hunt a kernel-checked
docs/frjw-plan.md	291	PROVED		none	F4 PROVED, kernel-checked, choice-free.** In
docs/frjw-plan.md	291	kernel-checked		none	F4 PROVED, kernel-checked, choice-free.** In
docs/frjw-plan.md	305	kernel-checked	gbuIC_no_mp	line	no modus ponens (`gbuIC_no_mp`) — both kernel-checked screens in
docs/frjw-plan.md	346	OPEN	decideGbuW	block	The target is the constructive dichotomy (no declaration exists — OPEN):
docs/frjw-plan.md	365	REFUTED	BigAnte,CleanReg	line	supplies `BigAnte`/`CleanReg` are FRJV-specific and REFUTED — the
docs/frjw-plan.md	385	OPEN	gbu_frjw_dichotomy,decideGbuW	line	`gbu_frjw_dichotomy` / `decideGbuW` remain OPEN, no declarations).
docs/frjw-plan.md	440	refuted		none	hallQ: every A = ante(Y), Y ∈ imp(Ψ): refuted ∨ (hasCirc ∧
docs/frjw-plan.md	456	refuted	RefAt	near	(i) its antecedent is refuted: the antecedent's row joins the
docs/frjw-plan.md	509	proved	soundnessW,keptChain_refAt_mem	line	`soundnessW` re-proved — `keptChain_refAt_mem` (chain certificates are
docs/frjw-plan.md	516	OPEN	searchW	line	(a) — the corner closures in `searchW`** (uncommitted, still OPEN):
docs/frjw-plan.md	518	PROVED	refutedCleanly_circ_kept	line	1. `refutedCleanly_circ_kept` (PROVED): the `⋈^◯` manufacture over the
docs/frjw-plan.md	519	refuted	refutedCleanly_circ_kept,RefAt	near	family `Z :: R` (`R` = refuted forms) where an `Ω`-implication is
docs/frjw-plan.md	521	refuted	RefAt,Clo	near	over the non-stuck part `Ω₀ = atoms ++ refuted implications`. `Ω₀`
docs/frjw-plan.md	525	refuted	refutedCleanly_circ_axI,axI	near	discharge the relaxed (J2) by the same refuted-or-certified split).
docs/frjw-plan.md	526	PROVED	refutedCleanly_circ_axI	line	2. `refutedCleanly_circ_axI` (PROVED): for PRIME `Z`, the single-row
docs/frjw-plan.md	579	OPEN	WVinv	near	The threading** (`wip/gbu_frjw_search.lean`, still OPEN): the motive
docs/frjw-plan.md	592	refuted	refutedCleanly_circ_certs	near	The corner now**: `R₀ :=` ALL refuted `Sf^R`-forms (decidable);
docs/frjw-plan.md	593	refuted	refutedCleanly_circ_certs,hallQ	near	test each antecedent by `refuted ∨ RefAt true (Z :: R₀) Ψ ·`; all pass
docs/frjw-plan.md	596	refuted	refutedCleanly_circ_certs,hallQ	near	its certificate: if every pending leaf is refuted-or-goal the
docs/frjw-plan.md	603	refuted	heZ	near	countermodel, every antecedent refuted or exact-pair-visited-stuck,
docs/frjw-plan.md	625	refuted		none	RefAt-refutable over Z :: R₀ (R₀ = all refuted forms)
docs/frjw-plan.md	631	refuted	gbuInv9	line	refuted as a form (`gbuInv9`) or recurses into the regular stratum on
docs/frjw-plan.md	636	sorry-free	findCMT	near	searchW [propext, Quot.sound] (sorry-free, #guard_msgs pin)
docs/frjw-recursion-explainer-plan.md	58	PROVED	pledge_of_le,impInI_mono_sub,Gbu.W.wSubsumes_refl	near	Everything cited here is PROVED, sorry-free, `#guard_msgs`-pinned
docs/frjw-recursion-explainer-plan.md	58	sorry-free	pledge_of_le,impInI_mono_sub,Gbu.W.wSubsumes_refl	near	Everything cited here is PROVED, sorry-free, `#guard_msgs`-pinned
docs/frjw-recursion-explainer-plan.md	135	proved	wgLt_wf,Acc	line	`wgLt_wf` is proved through an explicit `Acc` construction on the triple
docs/frjw-recursion-explainer-plan.md	223	proved	wgKeep	line	the primary example of §B.5 the `L◯` step is proved by `wgKeep` but the
docs/frjw-recursion-explainer-plan.md	281	refuted	Form	near	decidable list of *all* refuted `Sf^R`-forms.
docs/frjw-recursion-explainer-plan.md	286	refuted	decI	line	`.atom a` (233–239) → two decidable tests: is `a` refuted (`decI`), is
docs/frjw-recursion-explainer-plan.md	288	refuted	decI,evalI_axI_gHat	near	corner: an atom absent from the context is refuted by the `Ax^I` row
docs/frjw-recursion-explainer-plan.md	291	refuted	evalI_axI_gHat	near	by the De Morgan pairing (`∧`: one refuted side against both derivable
docs/frjw-recursion-explainer-plan.md	292	refuted	B'	near	sides; `∨`: both refuted against one derivable).
docs/frjw-recursion-explainer-plan.md	293	refuted	B'	near	`.imp A' B'` (252–263) → refuted as a form (`.ups`), else split on
docs/frjw-recursion-explainer-plan.md	572	refuted	heZ	line	| **S5a** `Z` refuted: row manufacture | 367–445 | `heZ` |
docs/frjw-recursion-explainer-plan.md	619	refuted		none	from the context is refuted; a context atom is not). Everything
docs/frjw-recursion-explainer-plan.md	620	machine-checked		none	arithmetic is then machine-checked and everything database-level is
docs/frjw-recursion-explainer-plan.md	713	refuted	fromImp,limpStep	near	`decI Ψ q` says `q` is refuted (`q` is not derivable from
docs/frjw-recursion-explainer-plan.md	715	refuted	fromImp,limpStep	line	`p` is *not* refuted, and `fromImp` (627–633) hands to `limpStep`
docs/frjw-recursion-explainer-plan.md	723	proved	wgKeep	line	consecutive steps even though steps 2 and 3 are proved by `wgKeep`.
docs/frjw-recursion-explainer-plan.md	737	refuted		none	`Ĝ`), goal `◯Z`, `Z` refuted at `Ψ`, no classical countermodel, and some
docs/frjw-recursion-explainer-plan.md	747	refuted		none	X ranges over sfR G; R₀ = the refuted Sf^R-forms at Ψ
docs/frjw-recursion-explainer-plan.md	932	proved	stepAll,Or.inl	near	proved by nineteen near-identical theorems (saturate:1423–1535, 113
docs/frjw-recursion-explainer-plan.md	1121	proved	tpC,hasCirc	near	"impossible""; that IS the duality, proved rule by rule."
docs/frjw-recursion-explainer-plan.md	1171	proved	WSaturated	near	hypothesis the recursive call needs. These lemmas are proved **once per
docs/frjw-recursion-explainer-plan.md	1200	refuted	gbuSuccAtF	line	... circdb:54–153 | `Ω ⊆ Ĝ → F prime, unmet, all antecedents refuted → WEvalR D Ω F` | 642, 647 ...
docs/frjw-recursion-explainer-plan.md	1202	refuted	gbuSuccCirc	line	... Ĝ_at ∪ Ĝ_imp → ◯Z ∈ sfR G → all antecedents refuted → Z refuted → WEvalR D Ω (◯Z)` ...
docs/frjw-recursion-explainer-plan.md	1360	provable	provable_or_disprovable,decideGbuW	near	`ProvableGbuC G ∨ DisprovableW G` typechecks and is *provable*: it is
docs/frjw-recursion-explainer-plan.md	1493	proved		none	two halves that make this a decision procedure are proved separately.
docs/frjw-recursion-explainer-plan.md	1665	proved	WSaturated.1,WSaturated.2	near	Each of these lemmas is proved *once*, and each is a small, uniform
docs/frjw-recursion-explainer-plan.md	1681	refuted	evalI_axI_gHat,totalityW	near	other way: an atom NOT in the context is always refuted, because the
docs/frjw-recursion-explainer-plan.md	1686	refuted		none	refuted, the store gets the conclusion row directly, by the join
docs/frjw-recursion-explainer-plan.md	1692	proved	gbuInv5	near	one `gbuSucc*` statement displayed but not proved.
docs/frjw-recursion-explainer-plan.md	1701	refuted		none	member), and `Z` refuted. There is no `Gbu◯` rule to apply to the goal,
docs/frjw-recursion-explainer-plan.md	1712	refuted		none	with `R₀` the decidable list of ALL refuted `Sf^R`-forms
docs/frjw-recursion-explainer-plan.md	1718	refuted		none	∧ : one side refuted against both sides derivable
docs/frjw-recursion-explainer-plan.md	1719	refuted		none	∨ : both sides refuted against one side derivable
docs/frjw-recursion-explainer-plan.md	1720	refuted		none	◯ : body refuted (cone) against body derivable (R◯ᵢ)
docs/frjw-recursion-explainer-plan.md	1721	refuted		none	⊃ : Cl-antecedent + refuted body against R⊃ / R⊃ₙ
docs/frjw-recursion-explainer-plan.md	1722	refuted		none	atom : absent from Ψ (refuted) against present in Ψ (ax)
docs/frjw-recursion-explainer-plan.md	1727	refuted	gbuInv9	line	(search:261–263): it is either refuted as a form (`gbuInv9` reflects a
docs/frjw-recursion-explainer-plan.md	1741	refuted	seqSize	near	certificate test cannot be refuted (`.ups` would have passed it), so
docs/frjw-recursion-explainer-plan.md	1762	proved	WRow,WSaturated.1,WSaturated.2,tCr,tCi	near	derivable row is subsumed by a stored one. That is proved by induction
docs/frjw-recursion-explainer-plan.md	1817	proved		none	ways gives two completeness theorems that were never proved separately:
docs/frjx-progress-2026-09-01.md	11	machine-checked	gbu_frj_duality	line	DONE and machine-checked: `search` (Theorem 8) with `gbu_frj_duality`
docs/frjx-progress-2026-09-01.md	15	kernel-checked	provableGbuC_iff_provableGbu	near	## The obstruction, located and kernel-checked
docs/frjx-progress-2026-09-01.md	40	REFUTED	not_X14	line	`not_X14` — the `L⊃ᵢ` size-condition residue is REFUTED, at
docs/frjx-progress-2026-09-01.md	45	proved	Ax,searchO,bigAnte_closed	near	removed from the plan: it asserted a statement now proved false.
docs/frjx-progress-2026-09-01.md	70	OPEN	not_force_of_rootAbove	near	Completeness is **OPEN**, and not close. What has changed is that the
docs/frjx-round3-three-arms.md	20	sorry-free		none	| closed, sorry-free | **2 of 9** | **4 of 9** | **4 of 9** |
docs/frjx-round3-three-arms.md	90	OPEN	gbuInv10',joinOr,RefAt	near	Recorded OPEN, not REFUTED.
docs/frjx-round3-three-arms.md	90	REFUTED	gbuInv10',joinOr,RefAt	near	Recorded OPEN, not REFUTED.
docs/frjx-toolkit-run-1.md	6	proved		none	`wip/frjx_ports.lean`, prefix blinded of every already-proved sibling port.
docs/frjx-toolkit-run-2.md	71	proved	gbuInv1,gbuInv10,build_index.py	near	proved/sorried flag, so 25 sorried declarations (20 in `wip/`) were
docs/frjx-toolkit-run-2.md	72	proved	build_index.py	near	indexed indistinguishably from proved ones. Dropped at harvest, count
docs/frjx-toolkit-run-2.md	73	proved	claude_shim.py	near	reported. The filter strips comments first, so a proved lemma whose
docs/frjx-toolkit-run-2.md	74	sorry-free	claude_shim.py	near	"docstring says ""sorry-free"" is not lost."
docs/g4ill-gap-review.md	5	sorry-free		none	correspondence. Every Lean item cited here is committed and sorry-free;
docs/g4ill-gap-review.md	25	machine-checked		none	## 1. What is machine-checked, and with what trust base
docs/g4ill-gap-review.md	31	kernel-checked		none	... true`, same file | compiled evaluation (a hand derivation also exists, §6, usable as a kernel-checked term on request) |
docs/g4ill-gap-review.md	37	kernel-checked	Decidable	near	oracle. Its ingredients are three **kernel-checked theorems** about the
docs/g4ill-gap-review.md	58	kernel-checked		none	sketches a hand-written kernel-checked `¬ G4 [◯G′, F′] r`; the search
docs/g4ill-gap-review.md	64	proved	SC_to_ND,ND_to_SC	near	semantics — the sequent really is a PLL-validity (independently proved
docs/g4ill-gap-review.md	145	kernel-checked		none	`PLLG4Gap.lean`, kernel-checked. Written with her rule names:
docs/g4ill-gap-review.md	204	machine-checked		none	of the machine-checked rows in §1 depend on it.
docs/g4ill-gap-review.md	244	refuted		none	the endsequent is *not* refuted, as it must not be.)
docs/g4ill-gap-review.md	252	machine-checked		none	part of the machine-checked chain, which rests on §1 rows 1–2 only.
docs/g4ill-gap-review.md	279	refuted		none	which requires closure under weakening only) is refuted outright,
docs/g4ill-gap-review.md	286	Kernel-checked	Perm,perm_cons_cases	near	1. **Kernel-checked underivability** (removes the compiled-evaluator
docs/g4ill-gap-review.md	295	machine-checked	ofReduceBool	near	machine-checked too, but adds no strength to the separation itself
docs/g4p-ladder.md	7	sorry-free		none	## Proven (sorry-free)
docs/g4p-ladder.md	116	provable	open_boxes_R	near	that it is provable for single-box openings.
docs/g4p-ladder.md	145	proved	G4c.contract	near	Contraction is proved, cut-free** (`PLLG4HCtr.lean`,
docs/g4p-ladder.md	219	KERNEL-CHECKED	G4c.cut',andR_inv	near	IMPLEMENTED AND KERNEL-CHECKED (same day, `PLLG4HCut.lean`):**
docs/g4p-ladder.md	223	proved	SelfAbsorb	line	First compile. So: **cut is fully proved, conditional on `SelfAbsorb` alone** — no
docs/g4p-ladder.md	241	proved	SelfAbsorb,PLLG4HCut.selfAbsorb_aux	line	`SelfAbsorb` is **proved outright** (`PLLG4HCut.selfAbsorb_aux`), by
docs/g4p-ladder.md	252	kernel-checked	sorryAx	near	Hence, unconditional and kernel-checked, each with pinned axiom audits
docs/gbu-adoption-plan.md	140	refuted	GbuOps	line	an explicit `GbuOps`-instance that is refuted by the corpus, watched
docs/gbu-adoption-plan.md	183	proved	Clo,FRJ	near	proved (the earlier `pdftotext` extract truncated at six). Sorry-free;
docs/gbu-adoption-plan.md	193	OPEN	saturated_fderivable	near	Stage 4 (the runnable procedure) — OPEN.** What is missing is the
docs/gbu-adoption-plan.md	210	proved	Kripke,GJ,PLL,IPL	line	| D4 | soundness proved semantically against `Kripke`, not by the paper's translation into `GJ` | `wip/gbu.lean` | same statement, ...
docs/gbu-adoption-plan.md	230	proved		none	proved for IPC.
docs/gbu-circ-seams.md	8	proved	BSearch	near	(the duality) and Theorem 10 (completeness of both calculi) are proved
docs/gbu-circ-seams.md	34	proved	INV_R	near	is proved by applying **one FRJ rule** to the database row for `τⱼ` and
docs/gbu-circ-seams.md	79	provable	FRJV	near	would be neither `Gbu◯`-provable (true — no rule can use `◯Y` to prove
docs/gbu-circ-seams.md	92	machine-checked	provableV_counit	near	`FRJ/Calculus.lean:148`). Two machine-checked consequences:
docs/gbu-circ-seams.md	111	kernel-checked		none	2026-08-26: four of the six have kernel-checked FRJV witnesses in
docs/gbu-circ-seams.md	193	conjecture		none	This is now settled, and the conjecture recorded here on
docs/gbu-circ-seams.md	194	REFUTED	not_wf_stepC	near	2026-08-29 is REFUTED.** See `wip/gbu_measure.lean`:
docs/gbu-circ-seams.md	307	kernel-checked	sfL_dec	line	is a kernel-checked instance. `sfL_dec` says exactly what can escape:
docs/gbu-tag-proposal.md	15	proved		none	and `wip/gbu_circ.lean` proved their invertibility clauses (Lemma 9,
docs/gbu-tag-proposal.md	33	machine-checked		none	## 3. The clauses are false — machine-checked, by hand, in FRJ◯
docs/gbu-tag-proposal.md	47	refuted	not_evalR_tc,not_evalI_tc,not_evalI_circ_of_valid'	near	sequent is refuted by no database;
docs/gbu-tag-proposal.md	139	proved		none	irregular judgment; conservativity is proved, and it is to be RE-CHECKED
docs/gbu-tag-proposal.md	146	refuted	not_evalI_omegaNI	line	`Ω ⊨ ◯q`, so `Ω →g ◯q` is refuted by no database (`not_evalI_omegaNI`):
docs/gbu-tag-proposal.md	183	provable	FRJV	near	it is not, and there is a cell that is neither `Gbu◯`-provable nor
docs/iel-justification-lit.md	10	CONJECTURE		none	= sound derivation not stated verbatim in a source; **CONJECTURE** = believed
docs/iel-justification-lit.md	11	machine-checked		none	true, to be machine-checked; **UNVERIFIED** = cited but the source was not reached.
docs/iel-justification-lit.md	11	UNVERIFIED		none	true, to be machine-checked; **UNVERIFIED** = cited but the source was not reached.
docs/iel-justification-lit.md	30	CONJECTURE	IEL	near	Cleanest framing (CONJECTURE, machine-check both inclusions):**
docs/iel-justification-lit.md	37	machine-checked	nucleus_himp_le	line	machine-checked on the `◯` side (`nucleus_himp_le`, `wip/belief_normality.lean`,
docs/iel-justification-lit.md	126	UNVERIFIED	IEL	line	`IEL` (arXiv:1406.1582 §3.3, fn 22); see also Su & Sano, and Lurie. **[UNVERIFIED —
docs/iel-justification-lit.md	138	machine-checked	nucleus_himp_le	line	| distribution `□(A→B)→(□A→□B)` | **YES** — machine-checked `nucleus_himp_le`; repo `◯S`+functor | **YES** — Def 1.2 | **YES** — S4 normal ...
docs/iel-justification-lit.md	162	CONJECTURE	IEL	near	Cleanest one-line positioning (CONJECTURE):** `PLL-◯ = IEL⁻ + idempotence
docs/iel-justification-lit.md	173	machine-checked	nucleus_himp_le	line	distribution holds and is machine-checked (`nucleus_himp_le`). Non-normality
docs/iel-justification-lit.md	177	CONJECTURE	IEL	near	Would give the clean one-line framing. Currently CONJECTURE.
docs/iel-justification-lit.md	184	UNVERIFIED	Kp,S4V,IEL	near	6. **Deeper link (UNVERIFIED, worth checking):** A&P's §3.3 Gödel translation reads
docs/iel-justification-lit.md	199	UNVERIFIED		none	[UNVERIFIED]** Su & Sano; Lurie — justification counterparts of IEL (A&P
docs/iel-justification-lit.md	201	Machine-checked	nucleus_himp_le,nucleus_top	near	Machine-checked support (this repo): `wip/belief_normality.lean`
docs/iemhoff-note.md	5	machine-checked		none	This note records some findings from a machine-checked formalisation, in Lean 4,
docs/iemhoff-note.md	14	proved		none	proved (machine-checked), refuted (with an explicit witness), or open.
docs/iemhoff-note.md	14	machine-checked		none	proved (machine-checked), refuted (with an explicit witness), or open.
docs/iemhoff-note.md	14	refuted		none	proved (machine-checked), refuted (with an explicit witness), or open.
docs/iemhoff-note.md	37	refuted		none	2. **Cut and contraction are not admissible in G4iLL.** Both are refuted by
docs/iemhoff-note.md	44	machine-checked		none	calculus), machine-checked.
docs/iemhoff-note.md	46	proved		none	formulas — and is proved complete for PLL, with cut and contraction
docs/iemhoff-note.md	58	Proved	PLLG4Gap.sep_SC	line	Proved derivable in G3iLL (`PLLG4Gap.sep_SC`, `LaxLogic/PLL/G4/G4Gap.lean`):
docs/iemhoff-note.md	62	Refuted	PLLG4Gap.sep_not_G4	line	Refuted in G4iLL (`PLLG4Gap.sep_not_G4`): a kernel-checked proof term
docs/iemhoff-note.md	62	kernel-checked	PLLG4Gap.sep_not_G4	line	Refuted in G4iLL (`PLLG4Gap.sep_not_G4`): a kernel-checked proof term
docs/iemhoff-note.md	78	refuted		none	"structural rules are admissible in both"" — is refuted: the general"
docs/iemhoff-note.md	95	Refuted	PLLG4Gap.cut_not_admissible	line	Cut.** Refuted (`PLLG4Gap.cut_not_admissible`) on cut formula ◯p:
docs/iemhoff-note.md	100	Refuted	PLLG4Gap.contraction_not_admissible	line	Contraction.** Refuted (`PLLG4Gap.contraction_not_admissible`): two
docs/iemhoff-note.md	143	Refuted		none	Status.** Refuted as a proof step, machine-locatable
docs/iemhoff-note.md	157	conjecture	G4	near	this is evidence, not a theorem; the natural conjecture is that Lemma 7
docs/iemhoff-note.md	186	machine-checked		none	cut-free in G4iLL (machine-checked, `wip/g4ill_ui.lean`: fire the
docs/iemhoff-note.md	197	Proved	craig_interpolation,craig_implication,SC	near	Craig interpolation for PLL.** Proved (`LaxLogic/PLL/Sequent/Craig.lean`:
docs/iemhoff-note.md	199	proved	SC	line	the cut-free calculus `SC` (proved equivalent to natural deduction and
